"TaxonID","domain","phylum","class","order","family","genus"
"OTU1280","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus"
"OTU1690","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU1307","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Knoellia"
"OTU1575","Bacteria","Acidobacteria","Acidobacteria_Gp4","unclassified_Acidobacteria_Gp4","unclassified_Acidobacteria_Gp4","Aridibacter"
"OTU1375","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU1219","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified_""Flavobacteriales""","unclassified_""Flavobacteriales"""
"OTU1462","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella"
"OTU1401","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales"
"OTU1650","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae"
"OTU1454","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"OTU1391","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas"
"OTU1813","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU702","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","unclassified_Solirubrobacterales","unclassified_Solirubrobacterales"
"OTU1176","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora"
"OTU665","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"OTU940","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae 1","Aeribacillus"
"OTU925","Bacteria","Candidatus Saccharibacteria","unclassified_Candidatus Saccharibacteria","unclassified_Candidatus Saccharibacteria","unclassified_Candidatus Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU1596","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU508","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter"
"OTU850","Bacteria","Actinobacteria","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria"""
"OTU922","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus"
"OTU1139","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU1761","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"OTU1472","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU1758","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"OTU842","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineococcus"
"OTU572","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU852","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium"
"OTU1681","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue"
"OTU1136","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"OTU1032","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"OTU582","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae 1","Paenibacillus"
"OTU723","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"OTU1289","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea"
"OTU520","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"OTU293","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales"
"OTU1361","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU1849","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"OTU1521","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia"
"OTU1779","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"OTU1601","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU1137","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","unclassified_Acetobacteraceae"
"OTU980","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"OTU1331","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"OTU1632","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1855","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified_Actinomycetales","unclassified_Actinomycetales"
"OTU1227","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XI","Anaerococcus"
"OTU1549","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU1800","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter"
"OTU1879","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"OTU1760","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter"
"OTU2018","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"OTU1035","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU1441","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"OTU2017","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"OTU1833","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"OTU810","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"OTU1887","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"OTU964","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","unclassified_Microbacteriaceae"
"OTU1024","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylobacillus"
"OTU834","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae 1","Bacillus"
"OTU1469","Bacteria","Proteobacteria","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria"""
"OTU1827","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","unclassified_Methylophilaceae"
"OTU1498","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus"
"OTU1658","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified_Myxococcales","unclassified_Myxococcales"
"OTU1096","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas"
"OTU1600","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"OTU1728","Bacteria","Acidobacteria","Acidobacteria_Gp4","unclassified_Acidobacteria_Gp4","unclassified_Acidobacteria_Gp4","Gp4"
"OTU1631","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas"
"OTU1689","Bacteria","Proteobacteria","Betaproteobacteria","unclassified_Betaproteobacteria","unclassified_Betaproteobacteria","unclassified_Betaproteobacteria"
"OTU1645","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"OTU1785","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU1619","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU1471","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas"
"OTU1720","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus"
"OTU1111","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"OTU1341","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"OTU1522","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia"
"OTU2005","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"OTU1869","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1574","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"OTU1132","Bacteria","Planctomycetes","Phycisphaerae","unclassified_Phycisphaerae","unclassified_Phycisphaerae","unclassified_Phycisphaerae"
"OTU2004","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU1878","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"OTU2003","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU359","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU1987","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified_Clostridiales","unclassified_Clostridiales"
"OTU1928","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"OTU2001","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU1052","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae 1","Bacillus"
"OTU1628","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomicrobium"
"OTU1630","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","unclassified_Aerococcaceae"
"OTU1745","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Cellulomonas"
"OTU1588","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU804","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"OTU219","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Phreatobacter"
"OTU864","Bacteria","Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes","unclassified_Firmicutes"
"OTU1179","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"OTU1109","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","unclassified_Acidimicrobiales","unclassified_Acidimicrobiales"
"OTU1561","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified_Myxococcales","unclassified_Myxococcales"
"OTU1647","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU474","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"OTU395","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Phycicoccus"
"OTU1668","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Rhizobacter"
"OTU1872","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"OTU698","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus"
"OTU1398","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"OTU1105","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","unclassified_Micrococcaceae"
"OTU944","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae"
"OTU478","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae"
"OTU468","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae 1","Bacillus"
"OTU1581","Bacteria","Proteobacteria","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria"""
"OTU893","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","unclassified_Leuconostocaceae"
"OTU1243","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU877","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1075","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora"
"OTU1041","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae"
"OTU389","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae 1","Caldibacillus"
"OTU1584","Bacteria","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Sulfurihydrogenibium"
"OTU616","Bacteria","Actinobacteria","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria"""
"OTU170","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"OTU45","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium"
"OTU56","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"OTU498","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"OTU1390","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"OTU518","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"OTU1186","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"OTU1959","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea"
"OTU1108","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU542","Bacteria","Bacteroidetes","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes"""
"OTU1049","Bacteria","Proteobacteria","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria"""
"OTU1393","Bacteria","Actinobacteria","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria"""
"OTU831","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"OTU182","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"OTU986","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU818","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Telmatospirillum"
"OTU1042","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella"
"OTU969","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"OTU1568","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified_""Bacteroidales""","unclassified_""Bacteroidales"""
"OTU513","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae 1","Cohnella"
"OTU559","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovarius"
"OTU1106","Bacteria","Proteobacteria","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria"""
"OTU2030","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter"
"OTU890","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"OTU1325","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Riemerella"
"OTU946","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU1520","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","unclassified_Caldilineaceae"
"OTU1799","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"OTU816","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter"
"OTU827","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"OTU734","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium"
"OTU862","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU1152","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","unclassified_Rhodocyclaceae"
"OTU1558","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus"
"OTU1507","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"OTU1583","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella"
"OTU577","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","unclassified_Microbacteriaceae"
"OTU1317","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"OTU1844","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Raoultella"
"OTU1046","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU778","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU1142","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","unclassified_Xanthobacteraceae"
"OTU1113","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified_Flavobacteriaceae"
"OTU1731","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1892","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia"
"OTU1553","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XVII","Thermaerobacter"
"OTU641","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Zimmermannella"
"OTU1127","Bacteria","Parcubacteria","unclassified_Parcubacteria","unclassified_Parcubacteria","unclassified_Parcubacteria","Parcubacteria_genera_incertae_sedis"
"OTU874","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified_Actinomycetales","unclassified_Actinomycetales"
"OTU1242","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae"
"OTU1541","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter"
"OTU902","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"OTU652","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"OTU1022","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","unclassified_Acetobacteraceae"
"OTU736","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","unclassified_Acetobacteraceae"
"OTU782","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"OTU453","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Serinicoccus"
"OTU1298","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified_Myxococcales","unclassified_Myxococcales"
"OTU553","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae"
"OTU1821","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","unclassified_Intrasporangiaceae"
"OTU682","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae"
"OTU806","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium"
"OTU1101","Bacteria","Verrucomicrobia","unclassified_""Verrucomicrobia""","unclassified_""Verrucomicrobia""","unclassified_""Verrucomicrobia""","unclassified_""Verrucomicrobia"""
"OTU1795","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae"
"OTU800","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"OTU607","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"OTU1277","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae","Labilithrix"
"OTU1034","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae 1","Saccharibacillus"
"OTU1387","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU742","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Cellulomonas"
"OTU1497","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"OTU849","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"OTU590","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","unclassified_Microbacteriaceae"
"OTU726","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Herbiconiux"
"OTU1875","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"OTU938","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae"
"OTU656","Bacteria","Chloroflexi","unclassified_""Chloroflexi""","unclassified_""Chloroflexi""","unclassified_""Chloroflexi""","unclassified_""Chloroflexi"""
"OTU516","Bacteria","Acidobacteria","Acidobacteria_Gp16","unclassified_Acidobacteria_Gp16","unclassified_Acidobacteria_Gp16","Gp16"
"OTU311","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium XI"
"OTU693","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Aquabacterium"
"OTU477","Bacteria","Acidobacteria","Acidobacteria_Gp6","unclassified_Acidobacteria_Gp6","unclassified_Acidobacteria_Gp6","Gp6"
"OTU854","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","unclassified_Planctomycetaceae"
"OTU364","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1426","Bacteria","Actinobacteria","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria""","unclassified_""Actinobacteria"""
"OTU1606","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified_""Bacteroidales""","unclassified_""Bacteroidales"""
"OTU729","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae"
"OTU1040","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","unclassified_Acetobacteraceae"
"OTU460","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU197","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU584","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified_Lachnospiraceae"
"OTU829","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified_Myxococcales","unclassified_Myxococcales"
"OTU456","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified_Ruminococcaceae"
"OTU1724","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"OTU521","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium"
"OTU529","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified_Actinomycetales","unclassified_Actinomycetales"
"OTU907","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter"
"OTU660","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinosynnema"
"OTU1081","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"OTU533","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae 1","Paenibacillus"
"OTU727","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"OTU1857","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"OTU1159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"OTU1435","Bacteria","Acidobacteria","Acidobacteria_Gp6","unclassified_Acidobacteria_Gp6","unclassified_Acidobacteria_Gp6","Gp6"
"OTU515","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"OTU459","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter"
"OTU791","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium"
"OTU675","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"OTU638","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
